date,costA,QA,costC,costB,cons_err
2025-11-30,105206.76875106888,15952.41702098765,86659.84045039165,139905.16786105,0.10797340367836138
2025-12-01,105946.01716990973,14893.519021166663,92611.44821645498,354627.91878844495,0.08610224772115395
2025-12-02,106078.51527092299,13733.36648166666,94731.86314441,343464.45957175,0.08845390317139681
2025-12-03,122004.71242340584,21383.2983695,91739.46839607415,266822.51483826496,0.08324827361399277
2025-12-04,110573.72794282332,14873.689004166661,94449.4431888625,462109.15640223504,0.13082486998533716
2025-12-05,45630.36803404,0.0,54140.881172547495,82822.047023815,1.7431014496759678
2025-12-06,45196.15102653,0.0,54574.90335015833,80556.588606465,1.5403884007947752
2025-12-07,103898.70744161567,13315.191084666665,93530.65530278248,315726.46904386004,0.0903998068416917
2025-12-08,94307.25229249643,10467.877573755137,92333.67767658166,279686.80381914997,0.09200003210075917
2025-12-09,96469.55960818454,10571.285964448554,93194.29143153665,374999.998866735,0.09375978532461979
2025-12-10,107934.63467856238,15289.09440359876,93213.13045387666,232007.35331824498,0.10173779555808775
2025-12-11,92719.92914293666,9667.96688333333,91555.79727552999,262644.885846445,0.11718683684627083
2025-12-12,48252.61597213001,0.0,54510.61105686,87796.53076028501,1.7604679816230557
2025-12-13,47279.80369734,0.0,54303.98129755916,83572.72223163,1.6763407773630152
2025-12-14,118689.11968049302,18253.099799382715,94250.31103253583,273649.53734476503,0.1012082531214888
2025-12-15,110592.29984692548,15843.134538499995,93587.10755797834,255770.1041764,0.10949145015712429
2025-12-16,96624.6109475661,10663.238874074072,93457.83277163749,214953.02156692,0.1198131283933973
2025-12-17,88680.39283994777,8540.50786790123,91800.5439381425,307334.41385431995,0.11619997599310382
2025-12-18,100091.18943599265,12318.387036999997,92362.16244294582,219614.94702411,0.11559859387596805
2025-12-19,48295.17568783,0.0,55321.02615353917,88039.4727541,1.7995192159333138
2025-12-20,47789.32020464,0.0,55600.2293495475,82788.438624695,1.780644206144556
2025-12-21,106451.48670012133,13935.469399333331,93790.02492366915,320123.339478775,0.10194891239227813
2025-12-22,102162.83527071163,12800.034653333325,93484.57291726416,211750.16143015499,0.10623115752939818
2025-12-23,90384.26213814855,9253.301793827153,91607.93369145332,217612.45616866997,0.11947959954664111
2025-12-24,96622.47074707948,10960.12927983333,92726.09706217499,173261.770702235,0.11906459849844005
2025-12-25,105466.44544104981,14363.057397166664,92197.32040166165,243804.18988048,0.11619834656628468
2025-12-26,48274.10879673,0.0,55427.89467707834,86327.341773525,1.8001008160707535
2025-12-27,46993.09453978999,0.0,54847.809144624174,84228.354577235,1.7017590399597151
2025-12-28,103078.39504861725,13304.3397115,91772.83415101832,369768.824711595,0.10681386641145027
2025-12-29,100237.11980921448,12528.805264833327,92034.94792826,259475.71819322003,0.11415926151055959
2025-12-30,95866.84579041907,10501.927218106997,91632.62489403666,197908.70419967498,0.1284163770103008
2025-12-31,96601.92669190431,10617.048096999997,93140.42169767416,223504.24167947998,0.11518263240640027
